ID	ALIGNMENT	COGID	COGIDS	CONCEPT	DOCULECT	FORM	TOKENS	VALUE	MORPHEMES	NOTE	DESEGMENTED
2903	k.w ɛ ⁵⁵	17	191	bee (Apis cerana)	SouthernSgaw	kwɛ⁵⁵	k w ɛ ⁵⁵	kwɛ⁵⁵			k.w ɛ ⁵⁵
3199	w ɛ ³³	17	191	bee (Apis cerana)	WesternBwe	wɛ³³	w ɛ ³³	wɛ³³~θə⁵⁵kwɛ⁵⁵			w ɛ ³³
18	k Ø/ə Ø/⁰ + hn/n̥ e ᴬ/⁵⁵	18	204 203	bee (Apis dorsata)	ProtoKaren	*k-hneᴬ	k ə ⁰ + n̥ e ⁵⁵	*k-hneᴬ			k ə ⁰ + n̥ e ⁵⁵
565	n i ³³	18	203	bee (Apis dorsata)	Kayah	ni³³	n i ³³	ni³³			n i ³³
862	n ai ⁵³	18	203	bee (Apis dorsata)	Kayan	nai⁵³	n ai ⁵³	nai⁵³			n ai ⁵³
1154	n i ⁵⁵	18	203	bee (Apis dorsata)	Kayaw	ni⁵⁵	n i ⁵⁵	ni⁵⁵			n i ⁵⁵
1470	n e ɦ.³¹	18	203	bee (Apis dorsata)	NorthernPao	ne³¹̈	n e ɦ ³¹	ne³¹ ̈			n e ɦ.³¹
1747	n i ³⁵	18	203	bee (Apis dorsata)	NorthernPwo	ni³⁵	n i ³⁵	ni³⁵			n i ³⁵
2029	k ə ¹¹ + n ɛ ³³	18	204 203	bee (Apis dorsata)	NorthernSgaw	kə¹¹nɛ³³	k ə ¹¹ + n ɛ ³³	kə¹¹nɛ³³			k ə ¹¹ + n ɛ ³³
2339	n e Ø/ɦ.³¹	18	203	bee (Apis dorsata)	SouthernPao	ne³¹̈	n e ɦ ³¹	ne³¹ ̈			n e ɦ.³¹
2606	n i ⁵³	18	203	bee (Apis dorsata)	SouthernPwo	ni⁵³	n i ⁵³	ni⁵³			n i ⁵³
2904	n ɛ ⁵⁵	18	203	bee (Apis dorsata)	SouthernSgaw	nɛ⁵⁵	n ɛ ⁵⁵	nɛ⁵⁵			n ɛ ⁵⁵
3200	n ɪ ³³	18	203	bee (Apis dorsata)	WesternBwe	_nɪ³³	n ɪ ³³	(gə) nɪ³³			n ɪ ³³
19	j ɨ.m ᴮ/¹¹	19	217	believe	ProtoKaren	*jɨmᴮ	j ɨ m ¹¹	*jɨmᴮ			j ɨ.m ¹¹
566	j i ¹¹	19	217	believe	Kayah	ji¹¹	j i ¹¹	ji¹¹			j i ¹¹
863	ɟ ɨ ¹¹	19	217	believe	Kayan	ɟɨ¹¹	ɟ ɨ ¹¹	ɟɨ¹¹			ɟ ɨ ¹¹
1155	j ɨ ¹¹	19	217	believe	Kayaw	jɨ¹¹	j ɨ ¹¹	jɨ¹¹			j ɨ ¹¹
1471	j u.m ⁵³	19	217	believe	NorthernPao	jum⁵³	j u m ⁵³	jum⁵³			j u.m ⁵³
2340	j ə.m ⁵⁵	19	217	believe	SouthernPao	jəm⁵⁵	j ə m ⁵⁵	jəm⁵⁵~jən⁵⁵			j ə.m ⁵⁵
20	l a.ʔ/ʔ̚ ᴰ/⁵¹	20	224	below, under, underneath	ProtoKaren	*~laɁᴰ	l a ʔ̚ ⁵¹	*~laɁᴰ			l a.ʔ̚ ⁵¹
567	l e ³³	20	224	below, under, underneath	Kayah	le³³	l e ³³	le³³			l e ³³
864	l a.ʔ ⁴⁵	20	224	below, under, underneath	Kayan	laɁ⁴⁵	l a ʔ ⁴⁵	laɁ⁴⁵			l a.ʔ ⁴⁵
1156	l ɔ ³³	20	224	below, under, underneath	Kayaw	lɔ³³	l ɔ ³³	lɔ³³			l ɔ ³³
1472	l a.ʔ ⁴⁵	20	224	below, under, underneath	NorthernPao	_laɁ⁴⁵	l a ʔ ⁴⁵	(ka³³) laɁ⁴⁵			l a.ʔ ⁴⁵
1748	cʰ a.ʔ ⁴⁵ + l a.ʔ ²¹	20	225 224	below, under, underneath	NorthernPwo	chaɁ⁴⁵laɁ²¹	cʰ a ʔ ⁴⁵ + l a ʔ ²¹	chaɁ⁴⁵laɁ²¹			cʰ a.ʔ ⁴⁵ + l a.ʔ ²¹
2030	pʰ ɔ ³³ + l a.ʔ ²¹	20	226 224	below, under, underneath	NorthernSgaw	phɔ³³laɁ²¹	pʰ ɔ ³³ + l a ʔ ²¹	phɔ³³laɁ²¹			pʰ ɔ ³³ + l a.ʔ ²¹
2341	l a.ʔ ⁴⁵	20	224	below, under, underneath	SouthernPao	laɁ⁴⁵	l a ʔ ⁴⁵	laɁ⁴⁵			l a.ʔ ⁴⁵
2607	pʰ ɔ ⁵³ + l a.ʔ ⁴⁵	20	226 224	below, under, underneath	SouthernPwo	phɔ⁵³laɁ⁴⁵	pʰ ɔ ⁵³ + l a ʔ ⁴⁵	phɔ⁵³laɁ⁴⁵			pʰ ɔ ⁵³ + l a.ʔ ⁴⁵
2905	k a ¹¹ + l a.!Ø/ʔ Ø/ɦ.¹¹	20	227 224	below, under, underneath	SouthernSgaw	ka¹¹la¹¹̈	k a ¹¹ + l a ʔ ɦ ¹¹	ka¹¹la¹¹ ̈			k a ¹¹ + l a.ʔ ɦ.¹¹
3201	g ɔ ¹¹ + l !ɛ/a ¹¹	20	227 224	below, under, underneath	WesternBwe	gɔ¹¹lɛ¹¹	g ɔ ¹¹ + l a ¹¹	gɔ¹¹lɛ¹¹/-lɛ¹¹			g ɔ ¹¹ + l a ¹¹
3202	l !ɛ/a ¹¹	20	224	below, under, underneath	WesternBwe	-lɛ¹¹	l a ¹¹	gɔ¹¹lɛ¹¹/-lɛ¹¹			l a ¹¹
21	ˀd o ᴮ/¹¹	21	242	big, large	ProtoKaren	*Ɂdoᴮ	ˀd o ¹¹	*Ɂdoᴮ			ˀd o ¹¹
568	d u ¹¹	21	242	big, large	Kayah	du¹¹	d u ¹¹	du¹¹			d u ¹¹
865	d au ¹¹	21	242	big, large	Kayan	dau¹¹	d au ¹¹	dau¹¹			d au ¹¹
1157	d u ¹¹	21	242	big, large	Kayaw	du¹¹	d u ¹¹	du¹¹			d u ¹¹
1749	d u ³³	21	242	big, large	NorthernPwo	du³³	d u ³³	du³³			d u ³³
2031	d õ/o ³¹	21	242	big, large	NorthernSgaw	do³¹῀	d o ³¹	do³¹῀			d o ³¹
2608	d u ⁵⁵	21	242	big, large	SouthernPwo	du⁵⁵	d u ⁵⁵	du⁵⁵			d u ⁵⁵
2906	d u ⁴⁵	21	242	big, large	SouthernSgaw	du⁴⁵’	d u ⁴⁵	du⁴⁵’			d u ⁴⁵
3203	!d/ɗ o ³³	21	242	big, large	WesternBwe	do³³	ɗ o ³³	do³³			ɗ o ³³
22	tʰ o ᴮ/¹¹	22	253	bird	ProtoKaren	*thoᴮ	tʰ o ¹¹	*thoᴮ			tʰ o ¹¹
569	tʰ u ¹¹	22	253	bird	Kayah	thu¹¹	tʰ u ¹¹	thu¹¹			tʰ u ¹¹
866	tʰ au ¹¹	22	253	bird	Kayan	thau¹¹	tʰ au ¹¹	thau¹¹			tʰ au ¹¹
1158	tʰ u ¹¹	22	253	bird	Kayaw	thu¹¹	tʰ u ¹¹	thu¹¹			tʰ u ¹¹
1750	tʰ u ³³	22	253	bird	NorthernPwo	thu³³	tʰ u ³³	thu³³			tʰ u ³³
2032	tʰ õ/o ³¹	22	253	bird	NorthernSgaw	tho³¹῀	tʰ o ³¹	tho³¹῀			tʰ o ³¹
2609	tʰ u ⁵⁵	22	253	bird	SouthernPwo	thu⁵⁵	tʰ u ⁵⁵	thu⁵⁵			tʰ u ⁵⁵
2907	tʰ u ⁴⁵	22	253	bird	SouthernSgaw	thu⁴⁵’	tʰ u ⁴⁵	thu⁴⁵’			tʰ u ⁴⁵
3204	tʰ o ³³	22	253	bird	WesternBwe	tho³³	tʰ o ³³	tho³³			tʰ o ³³
23	ʔ ɛ.ɴ ᴮ/¹¹	23	264	bite (v.)	ProtoKaren	*ɁɛNᴮ	ʔ ɛ ɴ ¹¹	*ɁɛNᴮ			ʔ ɛ.ɴ ¹¹
570	ʔ a ¹¹	23	264	bite (v.)	Kayah	Ɂa¹¹	ʔ a ¹¹	Ɂa¹¹			ʔ a ¹¹
867	ʔ i ¹¹	23	264	bite (v.)	Kayan	Ɂi¹¹	ʔ i ¹¹	Ɂi¹¹			ʔ i ¹¹
1473	ʔ ɛ.ŋ ⁵⁵	23	264	bite (v.)	NorthernPao	Ɂɛŋ⁵⁵	ʔ ɛ ŋ ⁵⁵	Ɂɛŋ⁵⁵			ʔ ɛ.ŋ ⁵⁵
1751	ʔ ãi ³³	23	264	bite (v.)	NorthernPwo	Ɂãi³³	ʔ ãi ³³	Ɂãi³³			ʔ ãi ³³
2033	ʔ ẽ ³¹	23	264	bite (v.)	NorthernSgaw	Ɂe³¹῀	ʔ ẽ ³¹	Ɂe³¹῀			ʔ ẽ ³¹
2342	ʔ ɛ.m ³³	23	264	bite (v.)	SouthernPao	Ɂɛm³³	ʔ ɛ m ³³	Ɂɛm³³~Ɂɛn³³			ʔ ɛ.m ³³
2610	ʔ ãi ⁵⁵	23	264	bite (v.)	SouthernPwo	Ɂãi⁵⁵	ʔ ãi ⁵⁵	Ɂãi⁵⁵			ʔ ãi ⁵⁵
2908	ʔ i ⁴⁵	23	264	bite (v.)	SouthernSgaw	Ɂi⁴⁵’	ʔ i ⁴⁵	Ɂi⁴⁵’			ʔ i ⁴⁵
24	kʰ a ᴮ/¹¹	24	275	bitter	ProtoKaren	*khaᴮ	kʰ a ¹¹	*khaᴮ			kʰ a ¹¹
571	kʰ e ¹¹	24	275	bitter	Kayah	khe¹¹	kʰ e ¹¹	khe¹¹			kʰ e ¹¹
868	kʰ a ¹¹	24	275	bitter	Kayan	kha¹¹	kʰ a ¹¹	kha¹¹			kʰ a ¹¹
1159	kʰ a ¹¹	24	275	bitter	Kayaw	kha¹¹	kʰ a ¹¹	kha¹¹			kʰ a ¹¹
1474	kʰ a ⁵⁵	24	275	bitter	NorthernPao	kha⁵⁵	kʰ a ⁵⁵	kha⁵⁵			kʰ a ⁵⁵
1752	kʰ a ³³	24	275	bitter	NorthernPwo	kha³³	kʰ a ³³	kha³³			kʰ a ³³
2034	kʰ ã/a ³¹	24	275	bitter	NorthernSgaw	kha³¹῀	kʰ a ³¹	kha³¹῀			kʰ a ³¹
2343	kʰ a ³³	24	275	bitter	SouthernPao	kha³³	kʰ a ³³	kha³³			kʰ a ³³
2611	kʰ a ⁵⁵	24	275	bitter	SouthernPwo	kha⁵⁵	kʰ a ⁵⁵	kha⁵⁵			kʰ a ⁵⁵
2909	kʰ a ⁴⁵	24	275	bitter	SouthernSgaw	kha⁴⁵’	kʰ a ⁴⁵	kha⁴⁵’			kʰ a ⁴⁵
3205	kʰ !e/ɛ ³³	24	275	bitter	WesternBwe	khe³³	kʰ ɛ ³³	khe³³			kʰ ɛ ³³
25	s.w i ᴮ/¹¹	25	288	blood	ProtoKaren	*swiᴮ	s w i ¹¹	*swiᴮ			s.w i ¹¹
572	s.w i ¹¹	25	288	blood	Kayah	swi¹¹	s w i ¹¹	swi¹¹			s.w i ¹¹
869	θ.w i ¹¹	25	288	blood	Kayan	θwi¹¹	θ w i ¹¹	θwi¹¹			θ.w i ¹¹
1160	s u ¹¹	25	11	blood	Kayaw	su¹¹	s u ¹¹	su¹¹			s u ¹¹
1475	s.w i ⁵⁵	25	288	blood	NorthernPao	swi⁵⁵	s w i ⁵⁵	swi⁵⁵			s.w i ⁵⁵
1753	s.w i ³³	25	288	blood	NorthernPwo	swi³³	s w i ³³	swi³³			s.w i ³³
2035	s.w ĩ/i ³¹	25	288	blood	NorthernSgaw	swi³¹῀	s w i ³¹	(ta¹¹)swi³¹῀			s.w i ³¹
2344	s.w i ³³	25	288	blood	SouthernPao	swi³³	s w i ³³	swi³³			s.w i ³³
2612	θ.w i ⁵⁵	25	288	blood	SouthernPwo	θwi⁵⁵	θ w i ⁵⁵	θwi⁵⁵			θ.w i ⁵⁵
2910	s.w i ⁴⁵	25	288	blood	SouthernSgaw	swi⁴⁵’	s w i ⁴⁵	swi⁴⁵’			s.w i ⁴⁵
3206	θ.w i ³³	25	288	blood	WesternBwe	θwi³³	θ w i ³³	θwi³³, θu³³			θ.w i ³³
3207	θ u ³³	25	11	blood	WesternBwe	θu³³	θ u ³³	θwi³³, θu³³			θ u ³³
26	ʔ u ᴬ/⁵⁵	26	302	blow (a fire)	ProtoKaren	*Ɂuᴬ	ʔ u ⁵⁵	*Ɂuᴬ			ʔ u ⁵⁵
573	ʔ u ³³	26	302	blow (a fire)	Kayah	Ɂu³³	ʔ u ³³	Ɂu³³			ʔ u ³³
870	ʔ u ⁵³	26	302	blow (a fire)	Kayan	Ɂu⁵³	ʔ u ⁵³	Ɂu⁵³			ʔ u ⁵³
1161	ʔ u ⁵⁵	26	302	blow (a fire)	Kayaw	Ɂu⁵⁵	ʔ u ⁵⁵	Ɂu⁵⁵			ʔ u ⁵⁵
1476	ʔ u ɦ.³¹	26	302	blow (a fire)	NorthernPao	Ɂu³¹̈	ʔ u ɦ ³¹	Ɂu³¹ ̈			ʔ u ɦ.³¹
1754	ʔ u ⁵⁵	26	302	blow (a fire)	NorthernPwo	Ɂu⁵⁵	ʔ u ⁵⁵	Ɂu⁵⁵			ʔ u ⁵⁵
2036	ʔ u ³³	26	302	blow (a fire)	NorthernSgaw	Ɂu³³	ʔ u ³³	Ɂu³³			ʔ u ³³
2345	ʔ u ɦ.³¹	26	302	blow (a fire)	SouthernPao	Ɂu³¹̈	ʔ u ɦ ³¹	Ɂu³¹ ̈			ʔ u ɦ.³¹
2613	ʔ u ɦ.³¹	26	302	blow (a fire)	SouthernPwo	Ɂu³¹̈	ʔ u ɦ ³¹	Ɂu³¹ ̈			ʔ u ɦ.³¹
2911	ʔ u ⁵⁵	26	302	blow (a fire)	SouthernSgaw	Ɂu⁵⁵	ʔ u ⁵⁵	Ɂu⁵⁵			ʔ u ⁵⁵
3208	- u ³³	26	302	blow (a fire)	WesternBwe	u³³	u ³³	u³³			u ³³
27	tʰ ɔ.ʔ/ʔ̚ ᴰ/⁵¹ + m i ᴬ/⁵⁵	27	315 316	boar (wild~)	ProtoKaren	*thɔɁᴰmiᴬ	tʰ ɔ ʔ̚ ⁵¹ + m i ⁵⁵	*thɔɁᴰmiᴬ	pig wild		tʰ ɔ.ʔ̚ ⁵¹ + m i ⁵⁵
574	tʰ ɛ ⁵⁵ + m i ¹¹	27	315 316	boar (wild~)	Kayah	thɛ⁵⁵mi¹¹	tʰ ɛ ⁵⁵ + m i ¹¹	thɛ⁵⁵mi¹¹	pig wild		tʰ ɛ ⁵⁵ + m i ¹¹
871	tʰ au.ʔ ⁴⁵ + m i ³³	27	315 316	boar (wild~)	Kayan	thauɁ⁴⁵mi³³	tʰ au ʔ ⁴⁵ + m i ³³	thauɁ⁴⁵mi³³	pig wild		tʰ au.ʔ ⁴⁵ + m i ³³
1162	tʰ o ³³ + m i ³³	27	315 316	boar (wild~)	Kayaw	tho³³mi³³	tʰ o ³³ + m i ³³	tho³³mi³³	pig wild		tʰ o ³³ + m i ³³
1477	tʰ ɔ.ʔ ²¹ + m i ³³	27	315 316	boar (wild~)	NorthernPao	thɔɁ²¹mi³³	tʰ ɔ ʔ ²¹ + m i ³³	thɔɁ²¹mi³³	pig wild		tʰ ɔ.ʔ ²¹ + m i ³³
1755	tʰ o.ʔ ⁴⁵ + m ei ⁵⁵	27	315 316	boar (wild~)	NorthernPwo	thoɁ⁴⁵mei⁵⁵	tʰ o ʔ ⁴⁵ + m ei ⁵⁵	thoɁ⁴⁵mei⁵⁵	pig wild		tʰ o.ʔ ⁴⁵ + m ei ⁵⁵
2037	tʰ ɔ.ʔ ⁴⁵ + m i ³³	27	315 316	boar (wild~)	NorthernSgaw	thɔɁ⁴⁵mi³³	tʰ ɔ ʔ ⁴⁵ + m i ³³	thɔɁ⁴⁵mi³³	pig wild		tʰ ɔ.ʔ ⁴⁵ + m i ³³
2346	tʰ ɔ.ʔ ²¹ + m i ⁵³	27	315 316	boar (wild~)	SouthernPao	thɔɁ²¹mi⁵³	tʰ ɔ ʔ ²¹ + m i ⁵³	thɔɁ²¹mi⁵³	pig wild		tʰ ɔ.ʔ ²¹ + m i ⁵³
2614	tʰ u.ʔ ²¹ + m ei ɦ.³¹	27	315 316	boar (wild~)	SouthernPwo	thuɁ²¹mei³¹̈	tʰ u ʔ ²¹ + m ei ɦ ³¹	thuɁ²¹mei³¹ ̈	pig wild		tʰ u.ʔ ²¹ + m ei ɦ.³¹
2912	tʰ ɔ.ʔ ²¹ + m i ³³	27	315 316	boar (wild~)	SouthernSgaw	thɔɁ²¹mi³³	tʰ ɔ ʔ ²¹ + m i ³³	thɔɁ²¹mi³³	pig wild		tʰ ɔ.ʔ ²¹ + m i ³³
28	!k/kʰ.l ei ᴬ/⁵⁵	28	336	boat	ProtoKaren	*klejᴬ	kʰ l ei ⁵⁵	*klejᴬ	boat		kʰ.l ei ⁵⁵
575	!k/kʰ.l ə ³³	28	336	boat	Kayah	klə³³	kʰ l ə ³³	klə³³	boat		kʰ.l ə ³³
1163	!k/kʰ.l i ⁵⁵	28	336	boat	Kayaw	kli⁵⁵	kʰ l i ⁵⁵	kli⁵⁵	boat		kʰ.l i ⁵⁵
1478	!pʰ/kʰ.!r/l i ɦ.³¹	28	336	boat	NorthernPao	phri³¹̈	kʰ l i ɦ ³¹	phri³¹ ̈	boat		kʰ.l i ɦ.³¹
1756	kʰ.l ei ³⁵	28	336	boat	NorthernPwo	khlei³⁵	kʰ l ei ³⁵	khlei³⁵	boat		kʰ.l ei ³⁵
2038	kʰ.l i ³³	28	336	boat	NorthernSgaw	khli³³	kʰ l i ³³	khli³³	boat		kʰ.l i ³³
2347	!p/kʰ.l i ɦ.³¹	28	336	boat	SouthernPao	pli³¹̈	kʰ l i ɦ ³¹	pli³¹ ̈	boat		kʰ.l i ɦ.³¹
2615	kʰ.l ei ⁵³	28	336	boat	SouthernPwo	khlei⁵³	kʰ l ei ⁵³	khlei⁵³	boat		kʰ.l ei ⁵³
2913	kʰ.l i ⁵⁵	28	336	boat	SouthernSgaw	khli⁵⁵	kʰ l i ⁵⁵	khli⁵⁵	boat		kʰ.l i ⁵⁵
3209	kʰ.l i ³³	28	336	boat	WesternBwe	khli³³	kʰ l i ³³	khli³³	boat		kʰ.l i ³³
29	kʰ.r ei ᴮ/¹¹	29	348	body dirt	ProtoKaren	*khrejᴮ	kʰ r ei ¹¹	*khrejᴮ			kʰ.r ei ¹¹
576	kʰ.r ə ¹¹	29	348	body dirt	Kayah	khrə¹¹	kʰ r ə ¹¹	khrə¹¹			kʰ.r ə ¹¹
1164	c i ¹¹	29	348	body dirt	Kayaw	ci¹¹	c i ¹¹	ci¹¹			c i ¹¹
1479	kʰ.r i ⁵⁵	29	348	body dirt	NorthernPao	khri⁵⁵	kʰ r i ⁵⁵	khri⁵⁵			kʰ.r i ⁵⁵
1757	k ei ³³	29	348	body dirt	NorthernPwo	kei³³	k ei ³³	kei³³			k ei ³³
2039	x ĩ/i ³¹	29	348	body dirt	NorthernSgaw	xi³¹῀	x i ³¹	xi³¹῀			x i ³¹
2348	kʰ.r i ³³	29	348	body dirt	SouthernPao	khri³³	kʰ r i ³³	khri³³			kʰ.r i ³³
2616	k ei ⁵⁵	29	348	body dirt	SouthernPwo	kei⁵⁵	k ei ⁵⁵	kei⁵⁵			k ei ⁵⁵
2914	x i ⁴⁵	29	348	body dirt	SouthernSgaw	xi⁴⁵’	x i ⁴⁵	xi⁴⁵’			x i ⁴⁵
30	pʰ.r ɔ ᴬ/⁵⁵	30	359	boil (v.)	ProtoKaren	*phrɔᴬ	pʰ r ɔ ⁵⁵	*phrɔᴬ			pʰ.r ɔ ⁵⁵
577	pʰ o ³³	30	359	boil (v.)	Kayah	pho³³	pʰ o ³³	pho³³			pʰ o ³³
872	pʰ ɔ ⁵³	30	359	boil (v.)	Kayan	phɔ⁵³	pʰ ɔ ⁵³	phɔ⁵³			pʰ ɔ ⁵³
1165	pʰ o ⁵⁵	30	359	boil (v.)	Kayaw	pho⁵⁵	pʰ o ⁵⁵	pho⁵⁵			pʰ o ⁵⁵
1758	pʰ ɔ ³⁵	30	359	boil (v.)	NorthernPwo	phɔ³⁵	pʰ ɔ ³⁵	phɔ³⁵			pʰ ɔ ³⁵
2040	kʰ.l ɔ ³³	30	360	boil (v.)	NorthernSgaw	khlɔ³³	kʰ l ɔ ³³	khlɔ³³			kʰ.l ɔ ³³
2617	pʰ o ⁵³	30	359	boil (v.)	SouthernPwo	pho⁵³	pʰ o ⁵³	pho⁵³			pʰ o ⁵³
2915	pʰ ɔ ⁵⁵	30	359	boil (v.)	SouthernSgaw	phɔ⁵⁵	pʰ ɔ ⁵⁵	phɔ⁵⁵			pʰ ɔ ⁵⁵
3210	a ⁵⁵ + pʰ.r ɔ ³³	30	471 359	boil (v.)	WesternBwe	a⁵⁵phrɔ³³	a ⁵⁵ + pʰ r ɔ ³³	a⁵⁵phrɔ³³	_-:prefix/a ?		a ⁵⁵ + pʰ.r ɔ ³³
31	kʰ.r.w i.t ᴰ/⁵¹	31	371	bone	ProtoKaren	*khrwitᴰ	kʰ r w i t ⁵¹	*khrwitᴰ			kʰ.r.w i.t ⁵¹
578	kʰ.r.w i ⁵⁵	31	371	bone	Kayah	khrwi⁵⁵	kʰ r w i ⁵⁵	khrwi⁵⁵			kʰ.r.w i ⁵⁵
873	cʰ.w i.ʔ ⁴⁵	31	371	bone	Kayan	chwiɁ⁴⁵	cʰ w i ʔ ⁴⁵	chwiɁ⁴⁵			cʰ.w i.ʔ ⁴⁵
1166	cʰ u ³³	31	371	bone	Kayaw	chu³³	cʰ u ³³	chu³³			cʰ u ³³
1480	cʰ u.t ²¹	31	371	bone	NorthernPao	chut²¹	cʰ u t ²¹	chut²¹			cʰ u.t ²¹
1759	x ei ³³	31	370	bone	NorthernPwo	_xei³³	x ei ³³	(ɁaɁ²¹) xei³³			x ei ³³
2041	x i ³³	31	370	bone	NorthernSgaw	xi³³	x i ³³	xi³³			x i ³³
2349	cʰ əu.t ²¹	31	371	bone	SouthernPao	chə̯_ut²¹	cʰ əu t ²¹	chə̯ ut²¹			cʰ əu.t ²¹
2618	x.w i ⁵⁵	31	371	bone	SouthernPwo	xwi⁵⁵	x w i ⁵⁵	xwi⁵⁵			x.w i ⁵⁵
2916	x i ⁵⁵	31	370	bone	SouthernSgaw	xi⁵⁵	x i ⁵⁵	(ta¹¹)xi⁵⁵			x i ⁵⁵
3211	kʰ.w i ³³	31	371	bone	WesternBwe	-khwi³³	kʰ w i ³³	-khwi³³			kʰ.w i ³³
32	s.r ei ᴮ/¹¹	32	383	braid	ProtoKaren	*srejᴮ	s r ei ¹¹	*srejᴮ			s.r ei ¹¹
579	s ə ¹¹	32	383	braid	Kayah	sə¹¹	s ə ¹¹	sə¹¹			s ə ¹¹
1167	s i ¹¹	32	383	braid	Kayaw	si¹¹	s i ¹¹	si¹¹			s i ¹¹
1481	s i ⁵⁵	32	383	braid	NorthernPao	si⁵⁵	s i ⁵⁵	si⁵⁵			s i ⁵⁵
1760	s ei ³³	32	383	braid	NorthernPwo	sei³³	s ei ³³	sei³³			s ei ³³
2042	s ĩ/i ³¹	32	383	braid	NorthernSgaw	si³¹῀	s i ³¹	si³¹῀			s i ³¹
2350	s i ³³	32	383	braid	SouthernPao	si³³	s i ³³	si³³			s i ³³
2619	θ ei ⁵⁵	32	383	braid	SouthernPwo	θei⁵⁵	θ ei ⁵⁵	θei⁵⁵			θ ei ⁵⁵
3212	θ.r e ³³	32	383	braid	WesternBwe	θre³³	θ r e ³³	θre³³			θ.r e ³³
33	Ø/kʰ Ø/o Ø/⁵⁵ + n o.k/k̚ ᴰ/⁵¹	33	17 394	brain	ProtoKaren	*nokᴰ	kʰ o ⁵⁵ + n o k̚ ⁵¹	*nokᴰ			kʰ o ⁵⁵ + n o.k̚ ⁵¹
580	!k/kʰ u ¹¹ + n ɔ ³³	33	17 394	brain	Kayah	nɔ³³	kʰ u ¹¹ + n ɔ ³³	(ku¹¹)nɔ³³			kʰ u ¹¹ + n ɔ ³³
874	n ɔ.ʔ ²¹	33	394	brain	Kayan	nɔɁ²¹	n ɔ ʔ ²¹	nɔɁ²¹			n ɔ.ʔ ²¹
1168	!k/kʰ !ə/u ³³ + n ə ³³	33	17 394	brain	Kayaw	nə³³	kʰ u ³³ + n ə ³³	(kə³³)nə³³			kʰ u ³³ + n ə ³³
1482	ʔ u ⁵⁵ + n o.k ⁴⁵	33	18 394	brain	NorthernPao	nok⁴⁵	ʔ u ⁵⁵ + n o k ⁴⁵	(Ɂu⁵⁵)nok⁴⁵			ʔ u ⁵⁵ + n o.k ⁴⁵
1761	kʰ u ⁵⁵ + n au.ʔ ²¹	33	17 394	brain	NorthernPwo	nauɁ²¹	kʰ u ⁵⁵ + n au ʔ ²¹	(khu³³)nauɁ²¹			kʰ u ⁵⁵ + n au.ʔ ²¹
2043	kʰ o ³¹ + n u.ʔ ²¹	33	17 394	brain	NorthernSgaw	nuɁ²¹	kʰ o ³¹ + n u ʔ ²¹	(kho³¹῀)nuɁ²¹			kʰ o ³¹ + n u.ʔ ²¹
2351	ʔ a ⁵⁵ + n u.ʔ ⁴⁵	33	18 394	brain	SouthernPao	nuɁ⁴⁵	ʔ a ⁵⁵ + n u ʔ ⁴⁵	(ɁaɁ²¹)nuɁ⁴⁵			ʔ a ⁵⁵ + n u.ʔ ⁴⁵
2620	kʰ u ⁵⁵ + n ɔu.ʔ ⁴⁵	33	17 394	brain	SouthernPwo	_nɔuɁ⁴⁵	kʰ u ⁵⁵ + n ɔu ʔ ⁴⁵	(khu⁵⁵) nɔuɁ⁴⁵			kʰ u ⁵⁵ + n ɔu.ʔ ⁴⁵
2917	kʰ u.ʔ ⁴⁵ + n ɔu ɦ.¹¹	33	17 394	brain	SouthernSgaw	nɔ¹¹̈	kʰ u ʔ ⁴⁵ + n ɔu ɦ ¹¹	(khu⁴⁵’)nɔ¹¹ ̈			kʰ u.ʔ ⁴⁵ + n ɔu ɦ.¹¹
3213	n o ¹¹	33	394	brain	WesternBwe	-no¹¹	n o ¹¹	-no¹¹			n o ¹¹
34	pʰ e ᴬ/⁵⁵	34	408	bran,chaff	ProtoKaren	*pheᴬ	pʰ e ⁵⁵	*pheᴬ			pʰ e ⁵⁵
581	pʰ i ³³	34	408	bran,chaff	Kayah	phi³³	pʰ i ³³	phi³³			pʰ i ³³
875	pʰ ai ⁵³	34	408	bran,chaff	Kayan	phai⁵³	pʰ ai ⁵³	phai⁵³			pʰ ai ⁵³
1169	pʰ i ⁵⁵	34	408	bran,chaff	Kayaw	phi⁵⁵	pʰ i ⁵⁵	phi⁵⁵			pʰ i ⁵⁵
1483	pʰ e ɦ.³¹	34	408	bran,chaff	NorthernPao	phe³¹̈	pʰ e ɦ ³¹	phe³¹ ̈			pʰ e ɦ.³¹
1762	pʰ i ³⁵	34	408	bran,chaff	NorthernPwo	phi³⁵	pʰ i ³⁵	phi³⁵			pʰ i ³⁵
2044	pʰ e ³³	34	408	bran,chaff	NorthernSgaw	phe³³	pʰ e ³³	phe³³			pʰ e ³³
2352	pʰ e ɦ.³¹	34	408	bran,chaff	SouthernPao	phe³¹̈	pʰ e ɦ ³¹	phe³¹ ̈			pʰ e ɦ.³¹
2621	pʰ i ⁵³	34	408	bran,chaff	SouthernPwo	phi⁵³	pʰ i ⁵³	phi⁵³			pʰ i ⁵³
2918	pʰ e ⁵⁵	34	408	bran,chaff	SouthernSgaw	phe⁵⁵	pʰ e ⁵⁵	phe⁵⁵			pʰ e ⁵⁵
